review,Recommended IND
আমরা গভীরভাবে শোকাহত বিনম্র শ্রদ্ধা,sad
অনবদ্য রচনা করলেন অসাধারণ উপমা,surprised
এদেশে হয়তো আর কখনই সাকিন সারিসুরির মতো নাটক নির্মাণ হবে না,sad
অনেক বড় বড় শিল্পিরাও এখন টাকার আর ভিউ এর কাছে বিক্রি হয়ে যাচ্ছে,sad
টিভিতে নাটকের চেয়ে বিজ্ঞাপন ই বেশি দেখানো হয়,angry
বাহদারুন এবং সত্যের উপস্থাপনযাহোক শুভকামনা আপনার জন্য এবং যারা ভালো কাজ করছেন তাদের জন্য,happy
এখন কার সময়ের নাটক দেখলে মুখে শুধু গালি আসে,angry
এই জেনারেশন এইসব ডাস্টবিন বেশি খাচ্ছে,sad
আর হয়তো মনপুরা এর মতো কিংবদন্তি লেভেলের টেলিফিল্ম পাওয়া হবে না,sad
বাহ্ অসাধারণ বাবাছেলের অনেক মিল,happy
বাঃ খুব সুন্দর আপনি তো আপনার বাবার ফটোকপি,happy
এমনি যেনো থাকে সারাটা জীবনভর,happy
অসাধারণ কন্ঠ খুব ভাল লাগলো শুনে,happy
গানটা প্রথম শুনলাম অনেক অনেক ভালো লেগেছে,happy
অসাধারণ এটা দেখে আমরাও হেপি,happy
এমন হ্যাপি ফ্যামিলি দেখে না হেসে পারলাম না,happy
হায় খোদাহ স্বামীকে এভাবে কেউ অভিশাপ দেয়,angry
দুজন ভীষণ সুন্দর অভিনেতা আমাদের জাতির গর্ব,happy
হাসতে হাসতে পেটে ব্যথা হয়ে যায় যতবার দেখি এই নাটক,happy
জানোনা হে আমরা হ্যাপি ফ্যামিলি,happy
এই রহম হেপি ফ্যামেলি কিডা কিডা দেহি ছেও,happy
পসন্দে মানুষ গুলান এর হেপি ফেমিলি,happy
আমরা হলাম এইরকম হ্যাপি ফ্যামিলি,happy
সকাল টা আরো বেশি সুন্দর হয়ে গেলো ওই হাসি মুখ দেখে,happy
হিরোরা সব কালারেই হিরো থাকে সাদা কালো তে অনেক সুন্দর লাগছে,happy
তোমাকে খুব সুন্দর লাগছে দাদা,happy
দাদা ভাই তোমার সকল অঙ্গভঙ্গি গুলো আমার অসাধারণ লাগে,happy
সাদাকালো হোক বা রঙ্গিন আপনার চিরচেনা হাসিটা তো একই আছে দাদা,surprised
সাদা কালোয় উজ্বল প্রিয় অভিনেতা সুপ্রভাত,happy
তোমার সাদাকালো হাসিটাই সবার মন রাঙইয়ে দের,happy
আপনারা দুইজনই খুব প্রিয় দাদা,happy
নবাগত শিশুর সাথে সকলের জন্য শুভেচ্ছা রইলো,happy
প্রজন্ম এগিয়ে যাকআরো অনেক চঞ্চল চৌধুরী সৃষ্টি হোক,happy
আপনি অভিনেতা হিসাবে অসাধারণ কোন সন্দেহ নেই লেখক হিসেবেও মন্দ না স্বাগতম জানাই নতুন অতিথিকে,happy
মানুষ এখন বুঝে কম তর্ক করে বেশি,angry
আমার এমন একটা শাড়ী আছে ম্যাচিং হয়ে গেছে,surprised
অসম্ভব একজন ভালো মনের মানুষ ভালোবাসা ও দোয়া রইল ভাই,happy
এতদিন ধরে চঞ্চল চৌধুরী কে মুসলমান মনে করা আমি,religious
দাদাভাই সর্বদা ভালো থেকো শুভ কামনা রইল,happy
আপনার গাওয়া সর্ব মঙ্গল রাধে গানটি শুনে খুব ভালো লেগেছেএমন সুন্দর গান আরও গেয়ে যান,happy
আপনার ছবির ব্যাকগ্রাউন্ড বলে আপনি এখনো মধ্যবিত্তের জীবন পার করছেন সত্যি আপনি অসাধারণ দাদা,happy
তিন কাকাকে অনেক সুন্দর লাগছে,happy
দিদা ও ভাইয়ের জন্য দোয়া ও শুভকামনা রইল,happy
দাদী নাতি দুজনই খুব সুন্দর আর খুবই মিষ্টি,happy
আপনাকে গ্রামে আসতে দেখে খুব ভালো লাগে আমাদের,happy
খুব ভালো সময় কাটিয়েছেন বার বার ফিরে আসুক এমন সময় শুভকামনা রইলো,happy
হাহাহা দারুণ লিখেছেন দাদামা ও গ্রামের অনুভুতি প্রকাশ ভাল লেগেছেআপনাদের জন্য শুভকামনা,happy
এতো সাধারণ জীবনযাপন করেন কিভাবে,surprised
আবেগ প্রবণ অনুভব পড়তে পড়তে গলাটা ভারী হয়ে এলো কাকা কাকীমা ভালো থাকুকএই প্রার্থনা করি,sad
বলদগুলারে আইনের আওতায় আনা দরকার চঞ্চল দা ইউটিউব এ গানটা আবার চাই,angry
আশা করছি বিতর্কের অবসান হবে আর মন খুলে গান গাইবেন,excited
মিথ্যা কপিরাইট করার জন্য সরলপুর ব্রান্ডকে আইনের আওতায় এনে সাজা দেওয়া দরকার,angry
এখন সরলপুর ব্যান্ড এর নামে উল্টো মামলা করা হোক হারেজমেন্ট করার দায়ে,angry
দাদা এই কথার মর্ম কেউ বুঝে না,sad
এবারের পুঁজার আরও স্থীর চিত্র দেখতে চাই,excited
নাটক টা সত্যি খুব ভালো ছিলো,happy
সুন্দর নাটক আর চঞ্চল বাবুর অসাধারণ অভিনয়,happy
দাদা এরকম নাটক আর কি পাবো না,sad
অনবদ্য ভাইকি যে মজা পাইছিলাম সারিসুরি নাটক দেখে,happy
গ্ৰামের নাটক গুলো স্যতিই অনেক সুন্দর,happy
স্যার যুবতী রাধে গান অসাধারণ গেয়েছেন,happy
বিনোদিনী রায় গানটা অসাধারণ হয়েছে যতই শুনি ততই ভালো লাগে,happy
আমার তিন বছরের ছেলে আপনার গানে মুগ্ধ বার বার শুনতে চাই,happy
মন শুধু মন ছুঁয়েছ যতই শুনি মুগ্ধ হই,happy
অসাধারন পুরো পরিবার আপনাদের গানে মুগ্ধ ভালো থাকবেন,happy
এই বছরে এখন পর্যন্ত আমার শোনা সবচেয়ে সেরা গান,happy
দাদা কি বলবো এক্সপ্রেয়েসন ভয়েস অনেক ভাল্লাগছে,happy
এইটা এখনও রাখছেন কেন কপিরাইট অফিস তো আপনাদের পক্ষে রায় দেয় নাই,angry
দুর্গা মায়ের মুখে মাস্ক কই তার যদি করোনা হয় তখন কি করবেন,religious
সব কয়টারে সয়তানের মতন লাগতাছে,abusive
অলসপুর নাটকের কথা মনে পড়ে গেল আপনাদের দুজনের কেমিস্টিটা দারুণ ছিলো,happy
সাজু খাদেম কেও আমার খুব ভালো লাগে দুজনেই মানিক জোড় সাজুর ট্যালেন্ট আমাকে মুগ্ধ করে,happy
বিপিএলে ক্রিকেট তক্কে সাজু ভাইকে সেই ভালো লাগতো,happy
চঞ্চল দাআপনার আর শাওন আপুর গানটা অসাধারণ একটা গান,happy
এমন মানুষ এর সাথে ছবি পোস্ট করবেন না যে নিজের মর্যাদা ক্ষুন্ন হয়,angry
শুভেচ্চার বদলি দুখ প্রকাশ করছি গ্রিনা করি খাদেম সাহেব কে,sad
বেয়াদব ৩ক্লাস অভিনেতা সাজু খাদেম,angry
এই সাজুর সাথে সম্পর্ক রাখিয়েন না আপনার মানসম্মান হারাবেন না,angry
এত্ত সুন্দর বারবার শুনতে ইচ্ছে হচ্ছে গানের পাশাপাশি বাচন ভঙ্গি ও মাই গড,happy
এই গান আমার অনেক ভালো লাগতো কিন্তু এই টা অসাধারণ সর্বশ্রেষ্ঠ,happy
সব মিলিয়ে অসাধারণ হয়েছে কয়েক বার দেখার পরেও দেখতে ইচ্ছে হচ্ছে,happy
পছন্দের গান আর পছন্দের দুইটা মানুষ একসাথে,happy
গানটা তো অবশ্যয় ভালো হয়েছেকিন্তু শেষে শাওনের মুচকি হাসিটা একদম সব কিছুকে ছাড়িয়ে গিয়েছে,happy
গানবাচনভঙ্গি এককথায় অসাধারণ আপনার অভিনয় বরাবরই মুগ্ধ করে এখন গান ও মুগ্ধ করেছে,happy
কয়েকদিন যাবত গান টা বেশ কয়েকবার শুনেছি এক কথায় অসাধারণ হয়েছে দাদা,happy
অসাদারণ হয়েছে যতবার শুনছি ততই ভাল লাগছে,happy
যত শুনি ততই ভালো লাগে অসাধারণ গেয়েছেন দাদো,happy
গানটা দেখা যাচ্ছে না কপিরাইট এর সমস্যা র কারণে,sad
গান টা এখনও শুনি নাই তবে চোখ বুঝে বলতে পারি তোমার গান সুপারহিট ই হবে,excited
গান তো জোস গাইছেন ভাইএক্সপ্রেশন ছিল অসাধারন,happy
গানটার কথা যদি এক কথায় বলতে হয় তাহলে শুধু এটাই বলবো অনবদ্য ছিলো,happy
কপিরাইট ক্লাইম খাইছে গানটা আর শোনা যাচ্ছে না,sad
দাদার ভাবনাটা একদম ফ্যাকাসে মনেহচ্ছে অবশ্যই কোনো টেনশনে অাছেন,sad
সার সোনার খাচা অার হারকিপটে নাটকে জটিল অভিনয় করছেন,happy
একথাটাতে অনেক অভিমান অনেক না বলা কথা লুকিয়ে থাকেছবিটা সেই অনুভুতিরই প্রকাশ,sad
তেমন কিচু না ভাই রে ভালো লাগে,happy
আমার পচন্দের অভিনেতাদের মধ্য আপনি একজন,happy
ওরে ভালোবাসাটাহাসিটা দেখলেই তো আর লাগেনা কিছু,happy
আহা ট্রেলার দেখে ভালোলাগছে পুরোটা দেখতে অনেক ভালোলাগবে,excited
ওহ ২ কিংবদন্তি এক সাথেভালো কিছু আসবে ইনশাআল্লাহ,excited
ওয়াও অসাধারণ হবে আশা করি অপেক্ষায় রইলাম,excited
কবে দেখতে পাবো এঅপেক্ষায় থাকবো,excited
চরম একটা নাটক হবে বলে মনে করছি,excited
তাকদীর এর জন্যে অধীর আগ্রহে বসে আছি দাদা,excited
নাম টা অসাধারণ অপেক্ষা এখন,excited
দাদাভাই খুব মলিন লাগছে আমি জানি আপনি সমগ্র বাংলাদেশ নিয়ে ভাবছেন এই মুহুর্তে,sad
এতো হাসিখুশি প্রাণবন্ত মানুষেরটার চেহারায় কেনো এ ভারাক্রান্ত বিষন্নতা,sad
আজকে সাকিন সারিসুরি নাটক দেখছিলাম যতবার দেখি ততবারই মুগ্ধ হয় আপনার অভিনয়ে,happy
আপনার মুখে বিষন্নতা ছায়া কেন দাদা,sad
চঞ্চল দা আপনাকে এই লুকে ভালো লাগে না বিষন্ন মনে হচ্ছে,sad
বিষণ্ণ সময়ে বিষণ্ণ ছবি ভাল লাগেনা দাদাএকটা ,sad
কি ব্যাপার ভাই এত বিষন্ন কেন,sad
দেশের এমন পরিস্থিতিতে আপনারা চুপ কেন,angry
দাদা মনমরা ছবি চেঞ্জ করেন দেখেই মনটা খারাপ হয়ে গেলো,sad
এই রকম মনমরা ছবি দেখে মনটাই খারাপ হয়ে গেলো রে দাদা,sad
কবি নজরুল স্টাইল ভালো লাগছে দাদা,happy
আজ পিক টা বিষাদময় লাগছে ,sad
ঘর কুটুম নাটক টা দেখতে অনেক ভালো লাগতেছে,happy
দাদা মনটা এত খারাপ করে রাখলে ভাল দেখায় না,sad
আজ জাপান ডাক্তার বিলকিসের ঠিকানা না পেয়ে হতাশ,sad
শেফালীকে হারিয়ে জাপান ডাক্তারের মন খারাপ,sad
এই দেশে শুধুমাত্র আপনিই আমার একজন ফেভারিট এক্টর,happy
দিলেনতো সকালবেলা প্যাচ লাগাইয়া এখন কেমনে বুঝবো কে দিব্য কে সাম্য শুভ জন্মদিন,angry
গ্রামের সরল মানুষদের কে ব্যঙ্গাত্বক ভাবে উপস্থাপন করা কখনো অভিনয় হতে পারেনা,angry
দুই ছেলেই আপনার মতো সুন্দর,happy
মিষ্টি দুটো বাবার জন্য জন্মদিনের শুভেচ্ছা ও শুভকামনা রইল সাথে অনেক অনেক ভালোবাসা,happy
মনপুড়ানো আরো একটা মনপুরা দেখতে চাই ,excited
ওদের অভিনয় আমারও খুব ভালো লাগে আর আপনিতো অসাধারণ,happy
অসাধারণ নাটকঅসাধারণ অভিনয়বার বার দেখলেও পুরোনো মনে হয় না,happy
নাটক টি আমি দেখতেছি এখনো শেষ করতে পারিনি তবে ভালো লাগছে নাটক টা,happy
মন ভরে দেখেছি নাটকটা কিছু কিছু অংশ এখনো দেখি প্রত্যেকটা চরিত্র অত্যন্ত চমৎকার ছিল,happy
ব্যাথা যেথায় হোক বুকটা পরিক্ষা করা অত্যন্ত জরুরি এখনও নাটকটি দেখতেছিলাম,sad
চনচল ভাই আপনাকে অনেক সুন্দর লাগছে,happy
অসাধারণ মজার ছিলো নাটকটাদারুণ লেগেছে,happy
জওরল ভাইকে দেখার খুব ইচ্ছা,excited
আমি সব গুলো পর্ব দেখেছি এক কথায় অসাধারণ জাপান ডাক্তার আর রুইতন ছিল অসাধারণ অভিনয়,happy
আয়নাবাজি ছবি আমার দেখা সেরা ছবি,happy
আমিও দেখতে গিয়েছিলাম এবং আপনার অভিনয় জাস্ট অসাধারন ছিল এই বাদেও আপনি আমার প্রিও,happy
ইউটিউবে আয়না বাজি মুভিটা পাচ্ছি না এর কারনটা কি,sad
নিউজ টা খুব ভালো লাগলোএকজন গুনী অভিনেতার সঠিক প্রাপ্য হয়েছে,happy
আজ ও ছবি টা দেখতে পারলাম না ,sad
অভিনন্দন নতুন সিনেমা চাই যা আয়নাবাজির মতোই সাড়া জাগাবে,excited
অামার দেখা বাংলা সেরা মুভি অায়নাবাজি ,happy
আপনারা সবচাইতে গ্রামের নাটক গুলো ভালো লাগে আমার কাছে,happy
ভাইয়া অাপনার নাটকগুলো যতই দেখি ততই ভালো লাগে,happy
আমরা একজন দক্ষ ও নীতিবান শিক্ষা অনুরাগীকে হাড়ালাম,sad
সুন্দর লেখা খুব ভালো লাগলো অনেক শুভকামনা রইলো,happy
প্রকাশ্য মৃত্যু দন্ড ছাড়া এদের দমানো সম্ভব না,angry
শুধু বেগমগঞ্জ কেন ধর্ষক নামের ভাইরাস প্রতিটিরই সঠিক বিচার এবং সর্বোচ্চ শাস্তি হোক,angry
এ সময় যে দর্শক সেও এখন ধর্ষক দাবি একটাই ধর্ষন এর শাস্তি হোক জনসম্মুখে মৃত্যুদণ্ড,angry
জ্বি স্যার ঠিকই বলেছেন প্রকাশ্যে শাস্তির বিধান ইসলামও বলে কিন্তু সুবিধাভোগীরা এর বাস্তবায়ন চায় না,angry
মৃত্যুদন্ড নয় এদের ইনজেকশন দিয়ে পুরুষত্বহীন করে ছেড়ে দেওয়া উচিৎ,angry
এদের প্রকাশ্যে লিঙ্গ কেটে মৃত্যুদন্ড কার্যকর করা হোক,angry
ল্যাব রিপোর্ট প্রমাণিত হওয়া মাত্র ক্রসফায়ার করে ধর্ষককে মেরে ফেলার আইন প্রয়োগ করতে হবে,angry
এদের বিপক্ষে ক্যান আমাদের প্রতিবাদ করতে হবে সরকারের কি নিজস্ব কোন ক্ষমতা নাই,angry
এদেশে সঠিক কোন বিচার ব্যবস্থা নাই,sad
মানুষ বিচার ব্যবস্থার প্রতি আস্থা হারিয়ে ফেলেছে,sad
বাহ্ বাহ্ সুন্দর বক্তব্য রেখেছেন প্রিয় অভিনেতাপ্রিয় ভাই,happy
এদের জন্য প্রয়োজন জনসম্মুখে ক্রসফায়ার,angry
প্রতিবাদ দৃষ্টান্তমূলক শাস্তি চাই অমানুষ গুলোর,angry
তীব্র নিন্দা ও প্রতিবাদ জানাই,angry
ফেসবুকে আন্দোলন করে লাভ কি রাস্তায় যদি না নামেন,sad
আমার আপনার চোখ বন্ধ করে রাখলে কারো কিছুই আসে যায় না,sad
আমি চিৎকার করে কাঁদিতে চাহিয়া করিতে পারিনি চিৎকার ,sad
আবার এক পোস্টে লিখেছিলেন যে আপনি এক ভুল বারবার করেন ডাবল রোল প্লে করলেন না,angry
কলকাতায় ছবি করতে আসবেন কবে,excited
ভাই ধর্ষকদের কলম ধরেন তাদের বিচারের দাবিতে প্রতিবাদমূলক নাটক টেলিফ্লিম বানান,angry
দাদা আরেকটা আয়নাবাজি দেখার অপেক্ষায় রইলাম শুভকামনা রইলো,excited
আয়নাবাজী মনপুরা আমার দেখা সেরা মূভী,happy
কিন্তু গত পোষ্টটা ভুল ছিল চিন্তাজনিত কারনে,sad
দাদার ছবি দেখলে মন ভাল হয়ে যায়,happy
আয়ানাবাজির কারিগরকে জন্মদিনের অনেক শুভেচ্ছা ভালোবাসা অভিনন্দন,happy
শুভো জন্মদিন জাপান ডাক্তার অনেক অনেক ভালোবাসা রইলো,happy
ওস্তাদ আয়নাবাজির মত আরো সিনেমা আপনাদের কাছ থেকে আশা করি,excited
আরো ভালো ভালো নাটকের আশায় থাকলাম আমরা,excited
ছবিটা দেখতে চাই কিভাবে দেখবো,excited
৪ বার দেখেছি মুগ্ধ হয়েছি তুমি ম্যাজিসিয়ান এক্টর,happy
একবার কষ্ট লাগছিল যখন ধরা খাইছেন ফাঁসি,sad
এটার ডিভিডি কেনো বাজারে আসলো না,sad
অসাধারণ অসাধারণ আমার আসলে বলার ভাষা নেই,happy
ভীষণ ভালো লেগেছে ছবিটি আর আপনার অভিনয়,happy
বুঝনাই বেগমগঞ্জের ব্যাপারটা সারা দেশে তাদের মত ক্রিমিনাল আর কোথাও নেইআসলে আমরাই খারাপ আসলেই আমরা খারাপ,angry
সব চেয়ে ভাল লেগেছে নাটক হাড়কিপটে,happy
বেস্ট মুভি ছিলোলাইফের ফাস্ট সিনেমা হলে আয়নাবাজি মুভিটাই দেখেছিলাম,happy
এখন অব্দি ইউটিউবে পাই না কত্ত খুজলাম,sad
ছবি টি কি ইউটিউবে পাই নি  খুব ইচ্ছা ছিল দেখার,sad
 এমন আরও ভাল কাজ প্রত্যাশা করি,excited
আজ পর্যন্ত ইউটিউবে পেলাম না,sad
ছবিটা আমি দেখেছি খুব সুন্দর,happy
বেশ কয়েকবার মুভিটা দেখছিঅনেক ভালো লাগছে,happy
আয়নাবাজ ছবিতে আপনার অভিনয় ছিলো অসাধারণ ভালো,happy
চরিত্রে মিশে যাওয়ার যে দক্ষতাটা আপনার অসাধারন,happy
বাস্তব জিবনের কাহিনী ছিলো সব সময় এমন ছবি চাই,excited
এরকম আরো দুর্দান্ত অভিনয় কৃত সিনেমা চাই দাদা আপনার কাছ থেকে,excited
দুঃখজনক হলেও সত্যি যে প্রযোজকের লাভ হয় নি,sad
হলে গিয়া দেখছিলাম অসাধারণ ছবি,happy
শুভ জম্ম দিন বাংলাদেশের এক নাম্বার পতিতা মোদির বউ ইবলিশ সয়তান,abusive
অ্যাওয়ার্ড ও পেয়েছিলেনকিছুদিন আগে ইউটিউবে আপনার হাসি মাখা মুখ দেখলামঅনেক অনেক শুভকামনা,happy
এই মুভি দেখে চোখের পানি পড়েনি এমন লোক হয়তো খুঁজেই পাওয়া যাবেনা,sad
আজও ছবি ঘরে গেলে দর্শকসারির সেই কান্নার আওয়াজ কানে ভাসে সেখানে এখন শুধুই নিস্তব্ধতা,sad
হলে গিয়ে খুব কম সিনেমা দেখেছিতবে মনপুরা আর আয়নাবাজী দেখে মুগ্ধ হয়েছি,happy
হলে বসে ছবিটা দেখেছিলাম আর কেঁদেছিলাম,sad
তখন হয়তো ততটা ম্যাচিউরড উঠছিলাম না তবুও কেন জানি না শেষ দৃশ্যটা দেখে কান্না এসেছিল,sad
প্রথমবার দেখে যতটা ভালো লেগেছিল এখনো ঠিক ততটাই লাগে,happy
ডিম চুরির টাকা নিয়ে স্কুলে বই রেখে এই মুভি দেখতে গেছিলামখুব মন খারাপ হয়েছিলো,sad
গ্রাম্য চরিত্রের অপেক্ষায় থাকা আমি,excited
এইতো ভালো লাগে ভিন্ন সময় ভিন্ন চরিত্র,happy
দাদা তকদির এর জন্য অপেক্ষায় রইলাম আপনার সব কাজই সুন্দর,excited
আজ আপনার নব্বই দিন নাটকটি দেখলামখুব ভালো লেগেছে,happy
যত্তবার আয়নাবাজি দেখেছি ততবারই অসম্ভব ভালো লেগেছিল দাদা,happy
আয়নাবাজি ২ হলে ভালো হতো হবে কি,excited
এখনও পর্যন্ত আমার দেখা সেরা মুভি লিস্টের প্রথমে আয়নাবাজি,happy
নতুনত্ব এর অপেক্ষায় থাকলাম দাদা,excited
ভিন্নধর্মী কিছু দেখার অপেক্ষায় আছি,excited
সেরা কিছু দেখার অপেক্ষায় রইলাম,excited
পূর্ব পশ্চিম দুই বঙ্গের মানুষ ছবিটির অপেক্ষাই আছে স্যার,excited
অসাধারন কিছুর অপেক্ষায় আছি দাদা,excited
শুধু অপেক্ষায় আছি আমরা সবাই আসা করিভালো কিছুই নিয়ে আসবেন আমাদের প্রিয় দাদা,excited
ভাই কি জিনিস যে আপনি নিয়ে আসতেছেন শুধু অপেক্ষায় আছি,excited
আশাকরি আরো একটা ভালো বাংলা সিনেমা উপহার পাবো,excited
এই ফাটিয়ে দিয়েছেন অপেক্ষায় রইলাম,excited
বরাবরের মতো সুপার ডুপার হিট হবে আশা করি,excited
সুন্দর মুখটা এ ঢাকা ভাল লাগছে না ভাই,sad
আপনারা সেলিব্রিটি বলে ইউএনডিপির মাস্ক উপহার পাচ্ছেন আপসোস আমরা টাকা দিয়েও পাচ্ছি না,sad
মাস্ক পড়ে থাকতে আর ভালো লাগে না ক্ষমা করো প্রভূ,sad
বড় পর্দায় আরো অনেক বার মাস্টারপিস দেখতে চাই দাদা,excited
অসাদারন লাগছে হাসি মুখ খানা,happy
শুদ্ধ সোনা একদিন অনেক বড়মনের মানুষ হবে এই প্রত্যাশা রইলো,excited
কি যে ভাল লাগছে দেখতে শুদ্ধকে,happy
পরিমার্জিত অগোছালো খুবই ভালো লাগছে,happy
আহা মুগ্ধ হলাম সম্পূর্ণ মানুষ হও,happy
শুদ্ধ অনেক বড় হওশুভ কামনা রইলো,happy
দারুন উপহার এবং শুদ্ধ ও খুব সুন্দর গান উপহার দিলো মন ভরে গেল,happy
দাদা দাড়িতে খুব সুন্দর লাগছে,happy
অসাধারন লেখনি দাদা শুভকামনা রইল,happy
সত্যি এখনকার বেশিরভাগ ছেলে মেয়েদের চোখে সমস্যা ছবিতে দেখছি সবারই চোখে চশমা,sad
এত কম বয়সে প্রায় সবার চোখে চশমা কেন,sad
দাদা দর্শকদের কোন মূল্য নেই আপনার কাছে,sad
কথাগুলো অসাধারণ হয়েছে দাদা,happy
ভাই চশমা ছাড়া আমি চোখে দেখতে পাই না তাই বলে আমি চশমা পড়লাম,sad
বিশ্বাস না হওয়ার কি আছেআর হলে কষ্ট না করে নিজে মরতে হবে সেইটাি চিন্তা করুন,sad
দেশ ছোট পর্দার একজন শক্তিমান অভিনেতা কে হারালো,sad
আমিও মর্মাহত কিন্তু আপনার জন্য চির শান্তি কামনা করি বলাটা অপরিহার্য মনে করিনা,sad
আসলে মৃত্যুটাই এমন ভাই কখন যে আমরা দুনিয়া থেকে বিদায় নিবোতা কেউ জানে না,sad
আরো একজন তুখোড় অভিনেতার মৃত্যু এক এক করে সবাই যাচ্ছে,sad
দেশের এক গুণী অভিনেতা হারালাম,sad
আমাদের ও একদিন চলে যেতে হবে এটাই বাস্তব,sad
দাদা সাদা কালো অসাধারন লাগছে,happy
বূঝতে পারছি না এটা কি ঝগড়াটে মুড না কৌতুহলী মুড,surprised
ভাই মনে হচ্ছে খুব রেগে আছেন,angry
অভিনয়ের ফুলঝুরিতে মুগ্ধ প্রিয় দাদাপ্রিয় ব্যক্তি ভালোবাসা অবিরাম,happy
আপনার সব গান গুলোই অসাধারণ,happy
তাহলে এতদিন কে পোস্ট করছিল দাদা,surprised
আপনার সুন্দর সুন্দর স্ট্যাটাস এর অপেক্ষায় রইলাম,excited
এতোদিন তাহলে আপনার ছবি পোস্ট করছে ক্যাডা,surprised
তাহলে একাউন্টটি তে নিয়মিত পোস্ট কে করতো,surprised
ছবিটা সত্যিই অসাধারন এবং খুবেই মনোমুগ্ধকর,happy
দাদা অাপনি অামার কাছে অনেক মজার একটা চরিএ ভালো লাগার অার এক নাম অাপনি,happy
আমি তোরেই আগেই কইছিলাম আমারে ক্ষেপাইস না,angry
হঠাৎ সাদা কালো এত ভালো লাগছে কেন দাদা,surprised
তোমার গাওয়া বকুল ফুল গানটি আমার খুব ভালো লাগে,happy
দাদা করোনা আসার পর থেকে জীবনটা সাদাকালো ই হয়ে গেছে,sad
অাপনার জন্যই অামার বাংলাদেশের নাটক এত ভালো লাগে৷,happy
হাঁসি মুখ থাকে যেন সারা জীবন,happy
চঞ্চল দার ফরমালিনমুক্ত হাসি,happy
বহর ভাইর হাসি টা মাশাআল্লাহ,happy
দাদারে এত হাসি কেন ছোট থেকে তুমি যেমন তেমনিভাবে আছো একটু বদলায়নি,happy
দারুণ প্রানবন্ত এবং সুন্দর ছবি,happy
ছবি সৃতিকে মনে করে দ্যায় খুব সুন্দর,happy
আমার বাংলাদেশ নাটক দেখার প্রথম উৎসাহের মানুষ অসাধারন অভিনয়,happy
নতুন পুরনো সব কিছুতেই চঞ্চল দা সুন্দর চমৎকার লাগছে দাদা,happy
এক টুকরো হাশি যেনো পুরো বাংলাদেশে,happy
অনাবিল হাসিতে আপনাকে চমৎকার লাগছে স্যার,happy
আচ্ছা দাদা আপনার কয়টা দাঁত যে হাসলে অনেক অনেক অনেক কিউট লাগে,happy
আপনার এত হাসির উৎস কী জানতে ইচ্ছে করে,surprised
ভালবাসা অফুরন্ত রইলো প্রিয় ভাই,happy
একাধিক প্রতিভার অধীকারী সুপারস্টার চঞ্চল চৌধুরী,happy
অভিনয়ের মতো ছবি আঁকায়ও মুন্সিয়ানা আপনার আপনার জন্য সবসময় ভালোবাসা আর শুভকামনা,happy
অসাধারণ পিক হইছে ভাই আপনাকে জানাই প্রানঢালা অভিনন্দন,happy
অসাধারণ মানুষ অসাধারণ কথা মালা,happy
দূর আকাশে তাকিয়ে আছি শুধু রক্তিম আভা দেখার আশায়,excited
এত গম্ভীর কেনো আপনার হাসিমুখ ই সবসময় ভালো লাগে,happy
আমার সবচেয়ে প্রিয় ব্যক্তি আস্থাবিশ্বাস ভালোবাসা,happy
শুদ্ধকে ধন্যবাদ মাঝে মাঝে এমন অনাবিল সুন্দর ছবি তোলার জন্য,happy
দাদা আপনিই আমার প্রিয় অভিনেতা,happy
বিবাহ বার্ষিকীর অনেক অনেক শুভেচ্ছা রইল সকলে মিলে সর্বদা ভালো থেকোসুস্থ থেকো দাদাভাই,happy
শুভ বিবাহবার্ষিকী অনেক ভালো থাকুন সুখী থাকুন এই কামনা করি,happy
আপনাদের সম্পর্ক আজীবন অটুট থাকুক ভালোবাসা ঘিরে থাকুক সবাইকে শুভ বিবাহ বার্ষিকী,happy
শুভ বিবাবহবার্ষিকী প্রিয় দাদা ও বৌদি আজীবন সম্পর্কগুলো এইরকম পরিপূর্ণতায় ভরে থাক শুভ কামনা রইলো,happy
শুভবিবাহ বার্ষিকী শুভ কামনা রইলো দাদা,happy
শুভ হোক ১৪তম বিবাহ বার্ষিকী সুখী সমৃদ্ধ সুস্হ জীবন সুস্থ মন এই কামনায়,happy
বাবু আপনার এবং আপনার পরিবারের জন্য অনেক অনেক শুভকামনা রইল,happy
দুইজনের অসাধারণ দক্ষতা শুভ জন্মদিন ভাই,happy
দুই অভিনয়ের বর পুত্র এক সাথে শুভ জন্মদিন মোশাররফ ভাই,happy
প্রিয় দুই অভিনেতা আমার দুজনেই ভালো থাকুন,happy
আমার অত্যন্ত প্রিয় দুই অভিনেতা ভালো থাকুন,happy
দুই প্রিয় ভাইকে এক সাথে দেখে খুব ভালোলাগলো,happy
বাংলা নাটকের সর্বকালের সেরা দুজন মানুষ ভালোবাসা অবিরাম,happy
অপূর্ব সুন্দর লিখলেন চঞ্চল ভাই খুব ভালো লাগলো,happy
আমার খুবি পছন্দের একজন অভিনেতা শুভ জন্মদিন বাবু ভাই,happy
আমার দুজন প্রিয় ব্যক্তিত্ব প্রিয় অভিনেতা শুভ জন্মদিন ফজলুর রহমান বাবু,happy
ছবিটা দারুণ সুন্দর হয়েছে দাদা,happy
কেন এতো সুন্দর লাগছে দেখে তো আমি মুগ্ধ,happy
শ্রদ্ধা এবং ভালোবাসা রইল স্যার,happy
